DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,BUYER,DESTINATION PORT,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT,QUANTITY,VALUE(USD),UNIT PRICE,Seller Group,Buyer Group,SBU,Spare / Unit / Others,Product,Model,Category,Application,Manufacturer,Relevancy
6/8/2025,1126449473,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2208-25A-10A,INDIA,QUANTIC TECHNIEX PRIVATE LTD,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,2,$162.01,$81.01,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR2208-25A-10A,New,Unknown,KJC,Relevant
6/8/2025,1126466786,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2209-20A-8A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$687.01,$68.70,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR2209-20A-8A,New,Unknown,KJC,Relevant
6/8/2025,1126747507,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2218-20A,INDIA,QUANTICECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$645.99,$64.60,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR2218-20A,New,Unknown,KJC,Relevant
6/8/2025,1126467139,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2218-25A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,$384.52,$76.90,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR2218-25A,New,Unknown,KJC,Relevant
6/8/2025,1126736904,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2219-20A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$645.99,$64.60,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR2219-20A,New,Unknown,KJC,Relevant
6/8/2025,1126469001,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2219-25A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,$384.52,$76.90,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR2219-25A,New,Unknown,KJC,Relevant
21-03-2025,6304892502,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,"$1,293.84",$258.77,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6314-20-A,New,Unknown,KJC,Relevant
21-03-2025,6304892502,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,"$1,293.84",$258.77,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6314-20-A,New,Unknown,KJC,Relevant
21-03-2025,6304892502,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,"$1,293.84",$258.77,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6314-20-A,New,Unknown,KJC,Relevant
21-03-2025,6304892503,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-R,INDIA,QUANTICTECHNIEX PRIVATELIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,1,$258.76,$258.77,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6314-20-R,New,Unknown,KJC,Relevant
21-03-2025,6304892503,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-R,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,1,$258.76,$258.77,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6314-20-R,New,Unknown,KJC,Relevant
26/7/2025,4586076523,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT KR6414-15-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN INDUSTRIAL,SEOUL,NOS,5,$771.47,$154.29,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6414-15-A,New,Unknown,KJC,Relevant
2/8/2025,1126138063,84559000,Machinery and Mechanical Appliances,OR2218-20A-05 KJC ROTARY JOINT KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,12,$979.39,$81.62,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR2218-20A-05,New,Unknown,KJC,Relevant
6/8/2025,1126484572,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2218-25A-03,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,$430.66,$86.13,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2218-25A-03,New,Unknown,KJC,Relevant
26/7/2025,4586055867,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT OR2218-25A-03,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN INDUSTRIAL,SEOUL,NOS,10,$875.72,$87.57,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2218-25A-03,New,Unknown,KJC,Relevant
6/8/2025,1126711183,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2218-50A-02,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,3,$621.38,$207.13,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2218-50A-02,New,Unknown,KJC,Relevant
6/8/2025,1126492758,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2218-50A-02,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,9,"$1,873.38",$208.15,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2218-50A-02,New,Unknown,KJC,Relevant
6/8/2025,1126483397,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2219-25A-03,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,$430.66,$86.13,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2219-25A-03,New,Unknown,KJC,Relevant
26/7/2025,4585927612,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT OR2219-25A-03,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN INDUSTRIAL,SEOUL,NOS,10,$875.72,$87.57,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2219-25A-03,New,Unknown,KJC,Relevant
6/8/2025,1126736347,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2219-50A-02,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,3,$621.38,$207.13,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2219-50A-02,New,Unknown,KJC,Relevant
6/8/2025,1126443434,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2219-50A-02,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,9,"$1,873.38",$208.15,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2219-50A-02,New,Unknown,KJC,Relevant
04-03-2025,6304500636,84559000,Machinery and Mechanical Appliances,OR7208-20A-O19-07 KJC ROTARY JOINT/ SWIVEL JOINT KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,4,$722.52,$180.63,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-20A-O19-07,New,Unknown,KJC,Relevant
04-03-2025,6304500636,84559000,Machinery and Mechanical Appliances,OR7208-20A-O19-07 KJC ROTARY JOINT/ SWIVEL JOINT KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,4,$722.52,$180.63,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-20A-O19-07,New,Unknown,KJC,Relevant
04-03-2025,6304500636,84559000,Machinery and Mechanical Appliances,OR7208-20A-O19-07 KJC ROTARY JOINT/ SWIVEL JOINT KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,4,$722.52,$180.63,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-20A-O19-07,New,Unknown,KJC,Relevant
04-03-2025,6304500637,84559000,Machinery and Mechanical Appliances,OR7208-25A-O28.5-06 KJC ROTARY JOINT/ SWIVEL JOINT KJC SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,30,"$7,114.44",$237.15,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-25A-O28.5-06,New,Unknown,KJC,Relevant
04-03-2025,6304500637,84559000,Machinery and Mechanical Appliances,OR7208-25A-O28.5-06 KJC ROTARY JOINT/ SWIVEL JOINT KJC SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,30,"$7,114.44",$237.15,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-25A-O28.5-06,New,Unknown,KJC,Relevant
04-03-2025,6304500637,84559000,Machinery and Mechanical Appliances,OR7208-25A-O28.5-06 KJC ROTARY JOINT/ SWIVEL JOINT KJC SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,30,"$7,114.44",$237.15,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-25A-O28.5-06,New,Unknown,KJC,Relevant
04-03-2025,6304500638,84559000,Machinery and Mechanical Appliances,OR7208-25A-O28.5-07 KJC ROTARY JOINT/ SWIVEL JOINT KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,20,"$5,430.02",$271.50,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-25A-O28.5-07,New,Unknown,KJC,Relevant
04-03-2025,6304500638,84559000,Machinery and Mechanical Appliances,OR7208-25A-O28.5-07 KJC ROTARY JOINT/ SWIVEL JOINT KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,20,"$5,430.02",$271.50,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-25A-O28.5-07,New,Unknown,KJC,Relevant
04-03-2025,6304500638,84559000,Machinery and Mechanical Appliances,OR7208-25A-O28.5-07 KJC ROTARY JOINT/ SWIVEL JOINT KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,20,"$5,430.02",$271.50,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-25A-O28.5-07,New,Unknown,KJC,Relevant
17-08-2024,1043341583,84818090,Machinery and Mechanical Appliances,1108213-A ROTARY JOINT H 225 R,INDIA,TEXFAB ENGINEERS IPRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,473.69",$294.74,CHRISTIAN MAIER,TEXFAB ENGINEERS IPRIVATE LIMITED,D&T,Unit,Rotary Union,H225,New,Unknown,CHRISTIAN MAIER,Relevant
17-08-2024,1043341582,84818090,Machinery and Mechanical Appliances,1108214-A ROTARY JOINT H 225 L,INDIA,TEXFAB ENGINEERS IPRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,473.69",$294.74,CHRISTIAN MAIER,TEXFAB ENGINEERS IPRIVATE LIMITED,D&T,Unit,Rotary Union,H225,New,Unknown,CHRISTIAN MAIER,Relevant
12-09-2024,7993493043,84818090,Machinery and Mechanical Appliances,1108363-A ROTARY JOINT H 232 R,INDIA,DHARA ENGINEERING WORKS,AHMEDABAD (INAMD4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,565.21",$313.04,CHRISTIAN MAIER,DHARA ENGINEERING WORKS,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
12-09-2024,7993509178,84818090,Machinery and Mechanical Appliances,1108354-A ROTARY JOINT H 232 L,INDIA,DHARA ENGINEERING WORKS,AHMEDABAD (INAMD4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,565.21",$313.04,CHRISTIAN MAIER,DHARA ENGINEERING WORKS,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
29-08-2024,1046062112,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 R (PART NO. 1108353-A),INDIA,KCM TECHNOLOGIES PRIVATE LIMITED,SABARMATI ICD (INSBI6),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,24,"$6,184.99",$257.71,CHRISTIAN MAIER,KCM TECHNOLOGIES PRIVATE LIMITED,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
29-08-2024,1046062113,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 L (PART NO. 1108354-A),INDIA,KCM TECHNOLOGIES PRIVATE LIMITED,SABARMATI ICD (INSBI6),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,23,"$5,927.29",$257.71,CHRISTIAN MAIER,KCM TECHNOLOGIES PRIVATE LIMITED,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
30-08-2024,1042616337,84879000,Machinery and Mechanical Appliances,(SPARE PARTS FOR CNC MACHINE FOR METAL WORKING) ROTARY UNION 9525002330,INDIA,JYOTI CNC AUTOMATION LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,3,"$2,559.37",$853.12,OTT JAKOB ,JYOTI CNC AUTOMATION LIMITED,D&T,Spare,Rotary Union,Unknown,New,CNC ,OTT JAKOB,Relevant
30-08-2024,1042616336,84879000,Machinery and Mechanical Appliances,(SPARE PARTS FOR CNC MACHINE FOR METAL WORKING) ROTARY UNION 9526002652,INDIA,JYOTI CNC AUTOMATION LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,2,"$1,948.70",$974.35,OTT JAKOB ,JYOTI CNC AUTOMATION LIMITED,D&T,Spare,Rotary Union,Unknown,New,Unknown,OTT JAKOB,Relevant
02-09-2024,7993247627,84879000,Machinery and Mechanical Appliances,1K-ROTARY UNION 1K-GD\9525002130 ( QTY 5 NOS),INDIA,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMI,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,5,"$6,549.01","$1,309.80",OTT JAKOB ,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,1K-1K-GD,New,CNC ,OTT JAKOB,Relevant
19-12-2024,6978982288,84879000,Machinery and Mechanical Appliances,ROTARY UNION 1K-GD-044 \ 9525002720 ( QTY 1 NOS) ROTARY UNION 1K-GD-044 \ 9525002720 ( QTY 1 NOS),INDIA,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMI,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,1,"$1,106.71","$1,106.72",OTT JAKOB ,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,1K-GD-044,New,Unknown,OTT JAKOB,Relevant
14-08-2024,1046381055,84879000,Machinery and Mechanical Appliances,9525002510 ROTARY UNION 1K-GDR-A,INDIA,BHARAT FRITZ WERNER LIMITED,BANGLORE AIR CARGO (INBLR4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,1,$908.51,$908.51,OTT JAKOB ,BHARAT FRITZ WERNER LIMITED,D&T,Unit,Rotary Union,1K-GDR-A,New,Unknown,OTT JAKOB,Relevant
14-08-2024,1046381053,84879000,Machinery and Mechanical Appliances,9525002510 ROTARY UNION 1K-GDR-A,INDIA,BHARAT FRITZWERNER LIMITED,BANGLORE AIR CARGO (INBLR4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,1,"$1,036.09","$1,036.09",OTT JAKOB ,BHARAT FRITZ WERNER LIMITED,D&T,Unit,Rotary Union,1K-GDR-A,New,Unknown,OTT JAKOB,Relevant
02-09-2024,7993267755,84879000,Machinery and Mechanical Appliances,ROTARY UNION 1K-GDR-A \ 9525002510 ( QTY 1 NOS),INDIA,OTT-JAKOB CLAMPINGTECHNOLOGIES INDIA PRIVATE LIMI,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,1,$978.24,$978.25,OTT JAKOB ,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,1K-GDR-A,New,Unknown,OTT JAKOB,Relevant
02-09-2024,7993267914,84879000,Machinery and Mechanical Appliances,ROTARY UNION 1K-GD-RA-08 \ 9525003320 ( QTY 1 NOS),INDIA,OTTJAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMI,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,1,"$1,300.09","$1,300.09",OTT JAKOB ,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,1K-GD-RA-08,New,Unknown,OTT JAKOB,Relevant
19-12-2024,6978986249,84879000,Machinery and Mechanical Appliances,2KA ROTARY UNION\ 2KA -R-M52X1\5 \ 9510150322 ( QTY 1 NOS) 2KA ROTARY UNION\ 2KA -R-M52X1\5 \ 9510150322 ( QTY 1 NOS),INDIA,OTT-JAKOB CLAMPINGT ECHNOLOGIES INDIA PRIVATE LIMI,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,1,"$1,153.21","$1,153.22",OTT JAKOB ,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,2KA-R-M52X1,New,Unknown,OTT JAKOB,Relevant
19-12-2024,6978982287,84879000,Machinery and Mechanical Appliances,ROTARY UNION \ 2KL-R-M42X1\5 \9510146522 ( QTY 1 NOS) ROTARY UNION \ 2KL-R-M42X1\5 \9510146522 ( QTY 1 NOS),INDIA,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMI,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,1,$623.11,$623.11,OTT JAKOB ,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,2KL-R-M42X1,New,Unknown,OTT JAKOB,Relevant
16-12-2024,6977235674,84879000,Machinery and Mechanical Appliances,(SPARE PARTS FOR CNC MACHINE FOR METAL WORKING) ROTARY UNION 9525006520(SPARE PARTS FOR CNC MACHINE FOR METAL WORKING) ROTARY UNION,INDIA,JYOTI CNC AUTOMATION LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,10,"$7,688.63",$768.86,OTT JAKOB ,JYOTI CNC AUTOMATION LIMITED,D&T,Unit,Rotary Union,Unknown,New,CNC ,OTT JAKOB,Relevant
16-12-2024,6977225905,84879000,Machinery and Mechanical Appliances,(SPARE PARTS FOR CNC MACHINE FOR METAL WORKING) ROTARY UNION 9526002652(SPARE PARTS FOR CNC MACHINE FOR METAL WORKING) ROTARY UNION,INDIA,JYOTI CNC AUTOMATION LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,OTT JAKOB ,FRANKFURT AM MAIN,NOS,3,"$3,322.72","$1,107.58",OTT JAKOB ,JYOTI CNC AUTOMATION LIMITED,D&T,Unit,Rotary Union,Unknown,New,CNC ,OTT JAKOB,Relevant
20-02-2025,0653608002,84879000,Machinery and Mechanical Appliances,ROTARY UNION\ 1K-GD-044\ 9525002720 ( QTY 3 NOS),INDIA,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMI,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB SPANNTECHNIK GMBH,FRANKFURT AM MAIN,NOS,3,"$3,300.97","$1,100.32",OTT JAKOB,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,1K-GD-044,New,Unknown,OTT JAKOB,Relevant
20-02-2025,0653607999,84879000,Machinery and Mechanical Appliances,ROTARY UNION \ 1K-GDR \ 9525002330 \ ( QTY 5 NOS),INDIA,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,AHMEDABAD (INAMD4),GERMANY,OTT JAKOB SPANNTECHNIK GMBH,FRANKFURT AM MAIN,NOS,5,"$4,569.03",$913.81,OTT JAKOB,OTT-JAKOB CLAMPING TECHNOLOGIES INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,1K-GDR,New,Unknown,OTT JAKOB,Relevant
19-12-2024,6977208232,84669390,Machinery and Mechanical Appliances,ROTARY JOINT - WRA8F ROTARY JOINT - WRA8F,INDIA,ACE DESIGNERS LIMITED,BANGLORE AIR CARGO (INBLR4),JAPAN,PASCAL CORPORATION,TOKYO,NOS,4,"$4,430.38","$1,107.60",PASCAL CORPORATION,ACE DESIGNERS LIMITED,D&T,Unit,Rotary Union,WRA6F,New,Unknown,PASCAL CORPORATION,Relevant
19-12-2024,6977230546,84669390,Machinery and Mechanical Appliances,ROTARY JOINT - WRA8F ROTARY JOINT - WRA8F,INDIA,ACE DESIGNERS LIMITED,BANGLORE AIR CARGO (INBLR4),JAPAN,PASCAL CORPORATION,TOKYO,NOS,2,"$2,215.19","$1,107.60",PASCAL CORPORATION,ACE DESIGNERS LIMITED,D&T,Unit,Rotary Union,WRA6F,New,Unknown,PASCAL CORPORATION,Relevant
22-02-2025,0652365744,84669390,Machinery and Mechanical Appliances,ROTARY JOINT(LX76-234) SPARE PARTS WITH SEAL KIT,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,TOKYO,NOS,25,"$3,177.01",$127.08,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare+Unit,Rotary Union,LX76-234,New,Unknown,RIX CORP,Relevant
16-12-2024,6977132352,40169390,Rubber,SEAL PACKING SET - FF-SE-1CA80BB310ABD-YGN CA-E1058877-E ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$103.44,$51.72,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare,Rotary Union,CA-E1058877-E,New,Unknown,RIX CORP,Relevant
16-12-2024,6977132632,40169390,Rubber,SEAL PACKING SET - FF-SE-1CA125BB280ABC-YGNJ CA-E1061814-E ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$88.38,$88.39,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare,Rotary Union,CA-E1061814-E,New,Unknown,RIX CORP,Relevant
16-12-2024,6977119653,40169390,Rubber,SEAL PACKING SET - FF-SE-1FA80AB100ABD-N FA-E1061841-E ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$59.12,$59.13,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare,Rotary Union,FA-E1061841-E,New,Unknown,RIX CORP,Relevant
16-12-2024,6977132633,40169390,Rubber,SEAL PACKING SET - FF-SE-1FA63CB30ABC-X FA-Q13236-E ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$138.64,$69.32,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare,Rotary Union,FA-Q13236-E,New,Unknown,RIX CORP,Relevant
