date,shipment_id,hs_code,industry,product_description,buyer_country,destination_port,buyer,seller_country,seller,origin_port,unit,quantity,valueusd,unit_price,_derived_value_calc,_value_mismatch,Seller Group,Buyer Group,Normalized_Model_Internal,Match_Score,Spare / Unit / Others,Unit_Normalized,Manufacturer,Model,type,Extracted_Condition,Product,Category,Type,Seller_Type,Buyer_Type,product,Relevancy,relevancy_confidence,calc_value,value_diff_pct,shipment_type
2025-03-26,6305463047,72052990.0,Iron and Steel,FERROSAD F16 20=70:30 STEEL SHOT (S460) (FREE OF CHARGE) FERROSAD F16 20=70:30 STEEL SHOT (S460),INDIA,NHAVA SHEVA SEA (INNSA1),METATECH ENTERPRISES,GERMANY,METALLTECHNIK SCHMIDT GMBH,HAMBURG,MTS,6.0,,0.0,,False,,METATECH ENTERPRISES,S460,66.42,Others,mts,METALLTECHNIK SCHMIDT GMBH,S460,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Relevant,0.6958,0.0,,Unknown
2019-05-08,0508201925826818,72052990.0,Iron and Steel,STEEL SHOT S280 FERROBEADS (),INDIA,NHAVA SHEVA SEA (INNSA1),METATECH ENTERPRISES,GERMANY,METALLTECHNIK SCHMIDT GMBH,,MTS,0.0,,0.0,,False,,METATECH ENTERPRISES,S280,66.42,Others,mts,METALLTECHNIK SCHMIDT GMBH,S280,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4856,0.0,,Unknown
2019-04-15,TATU97838700,,,STEEL SHOT S550STEEL SHOT S460STEEL SHOT S390STEEL SHOT S330,INDIA,,AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,CHINA,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,QINGDAO,MTS,101.0,,0.0,,False,,AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,S550STEEL,71.33,Others,mts,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,S550STEEL,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4793,0.0,,Unknown
2020-10-09,TATU27838700,,,STEEL SHOT S550STEEL SHOT S460STEEL SHOT S390STEEL SHOT S330,INDIA,MADRAS (INMAA),AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,CHINA,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,QINGDAO,MTS,101.0,,0.0,,False,,AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,S550STEEL,71.33,Others,mts,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,S550STEEL,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4793,0.0,,Unknown
2021-09-09,TATU97878700,,,STEEL SHOT S550STEEL SHOT S460STEEL SHOT S390STEEL SHOT S330,INDIA,,AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,CHINA,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,,MTS,101.0,,0.0,,False,,AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,S550STEEL,71.33,Others,mts,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,S550STEEL,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4793,0.0,,Unknown
2022-02-21,TATU378B8700,,,STEEL SHOT S550STEEL SHOT S460STEEL SHOT S390STEEL SHOT S330,INDIA,MADRAS (INMAA),AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,CHINA,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,QINGDAO,MTS,131.0,,0.0,,False,,AIRBLAST EQUIPMENT INDIA PRIVATE LIMITED,S550STEEL,71.33,Others,mts,SHANDONG ZHONGXING METAL PRODUCTS CO LTD,S550STEEL,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4774,0.0,,Unknown
2023-10-14,9455779436,72026000.0,Iron and Steel,SLN25 FERRO-NICKEL IN SHOT FORM IN BULK (CONTENT :NI-21.58%)(FOR USE IN THE MFG. OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,NOUMEA,MTS,100.0,1418463.0,14174.0,1417400.0,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.3232,1417400.0,0.0007494026985547033,Unknown
2023-09-17,3462722208,72026000.0,Iron and Steel,SLN25 FERRO NICKEL IN SHOT FORM IN BULK (CONTENT :NI-24.08%)(FOR USE IN THE MFG. OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,NOUMEA,MTS,101.0,1356247.0,13382.74,1351656.74,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.2018,1351656.74,0.003384530988824314,Unknown
2023-07-10,9455763678,72026000.0,Iron and Steel,SLN25 FERRO NICKEL IN SHOT FORM IN BULK (CONTENT :NI-22.80%)(FOR USE IN THE MFG. OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,NOUMEA,MTS,100.0,1339023.0,13382.74,1338274.0,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.3483,1338274.0,0.0005593630579907888,Unknown
2023-06-27,8498544274,72026000.0,Iron and Steel,SLN25 FERRO NICKEL IN SHOT FORM IN BULK (CONTENT :NI-21.57%)(FOR USE IN THE MFG. OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,NOUMEA,MTS,50.0,794829.0,15888.0,794400.0,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.3456,794400.0,0.0005397387362564778,Unknown
2024-05-31,3975591641,72026000.0,Iron and Steel,SLN25 FERRO-NICKEL IN SHOT FORM IN BULK (FOR USE IN THE MFG.OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,LE HAVRE,MTS,50.0,782822.0,15653.0,782650.0,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.2601,782650.0,0.0002197178924455368,Unknown
2024-05-31,3975591538,72026000.0,Iron and Steel,SLN25 FERRO-NICKEL IN SHOT FORM IN BULK (FOR USE IN THE MFG.OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,LE HAVRE,MTS,50.0,782822.0,15653.0,782650.0,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.2601,782650.0,0.0002197178924455368,Unknown
2024-03-06,0449748835,72026000.0,Iron and Steel,SLN25 FERRO-NICKEL IN SHOT FORM IN BULK (FOR USE IN THE MFG.OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,LE HAVRE,MTS,50.0,782760.0,15653.0,782650.0,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.2601,782650.0,0.0001405283867341203,Unknown
2023-07-14,3752895101,72026000.0,Iron and Steel,SLN25 FERRO NICKEL IN SHOT FORM IN BULK (CONTENT :NI-21.97%)(FOR USE IN THE MFG. OF STAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,FRANCE,ERAMET SA,NOUMEA,MTS,44.0,706523.0,15888.0,699072.0,True,,JINDAL STAINLESS LIMITED,SLN25,65.58,Others,mts,ERAMET SA,SLN25,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.3366,699072.0,0.0105460119486556,Unknown
2019-01-21,2.1012E+13,72085110.0,Iron and Steel,HOT ROLLED NON ALLOY STEEL PLATES (SHOT-BLASTED AND PRIMER-C OATED) GRADE: SAE1050 SIZE: 20-150MM X 2000-2050MM X 630,INDIA,BOMBAY SEA (INBOM1),DMSONS METAL PRIVATE LIMITED,CHINA,,SHANGHAI,MTS,662.0,462196.0,698.29,462267.98,True,,DMSONS METAL PRIVATE LIMITED,SAE1050,71.67,Others,mts,,SAE1050,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4611,462267.98,0.0001557347964932223,Unknown
2021-10-16,1346224163,84798999.0,Machinery and Mechanical Appliances,COMPLETE 6 INCHES - 20 INCHES STEEL PIPE INTERNAL SHOT BLASTING MACHINE,INDIA,KOLKATA SEA (INCCU1),JINDAL STAINLESS LIMITED,ITALY,"JIYU PLANT CO., LTD.",SINGAPORE,NOS,1.0,420000.0,420000.0,420000.0,False,,JINDAL STAINLESS LIMITED,,25.58,Others,nos,JIYU PLANT CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.1747,420000.0,0.0,Unit
2021-01-06,1174534187,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,QINGDAO,MTS,378.0,274900.0,727.25,274900.5,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4612,274900.5,1.8188432157148054e-06,Unknown
2021-05-03,1561971273,72107000.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATES SHOT BLASTED AND PAINTED GRADE: IS2041 R260 ASTM A516GR 70 70Z35 SIZE: 130-170MM X 1700-,INDIA,BOMBAY SEA (INBOM1),V.K. INDUSTRIAL CORPORATION LIMITED,SWITZERLAND,DUFERCO ASIA PTE LTD,SHANGHAI,MTS,289.0,254857.0,881.76,254828.63999999998,True,,V K INDUSTRIAL CORPORATION LIMITED,IS2041,70.77,Others,mts,DUFERCO ASIA PTE LTD,IS2041,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Relevant,0.5078,254828.63999999998,0.00011127808928149957,Unknown
2021-11-03,1226963404,72107000.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATES SHOT BLASTED AND LIGHT PAINTED GRADE: S 355 J2+N IS 2062 E 350 C SIZE: 230MM X 2350-260,INDIA,BOMBAY SEA (INBOM1),V.K. INDUSTRIAL CORPORATION LIMITED,SWITZERLAND,DUFERCO ASIA PTE LTD,SHANGHAI,MTS,244.0,226839.0,930.28,226988.32,True,,V K INDUSTRIAL CORPORATION LIMITED,230MM,70.77,Others,mts,DUFERCO ASIA PTE LTD,230MM,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Relevant,0.5534,226988.32,0.0006582642314593478,Unknown
2023-11-24,0218207122,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,HONG KONG,WESTSUN DEVELOPMENT LIMITED,QINGDAO,MTS,378.0,220410.0,583.1,220411.80000000002,True,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,WESTSUN DEVELOPMENT LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4614,220411.80000000002,8.166598611757463e-06,Unknown
2021-04-03,1605199677,72109090.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATES (SHOT BLASTED AND PRIMER COATED) GRADE: IS2062 E350C S355J2+N SIZE; 160-220MM X 2350 - 2,INDIA,BOMBAY SEA (INBOM1),DMSONS METAL PRIVATE LIMITED,CHINA,CUMIC STEEL LIMITED,SHANGHAI,MTS,314.0,216682.0,691.17,217027.37999999998,True,,DMSONS METAL PRIVATE LIMITED,IS2062,71.67,Others,mts,CUMIC STEEL LIMITED,IS2062,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4896,217027.37999999998,0.0015939487359354979,Unknown
2019-11-29,2.9112E+15,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,ZIBO CONTINENTAL CARBON CO LTD,QINGDAO,MTS,432.0,215660.0,499.21,215658.72,True,,ASIAN STEEL INDUSTRIES,,27.78,Others,mts,ZIBO CONTINENTAL CARBON CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4581,215658.72,5.935268478154669e-06,Unknown
2024-11-11,9702588593,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,HONG KONG,WESTSUN DEVELOPMENT LIMITED,QINGDAO,MTS,324.0,207724.0,641.12,207722.88,True,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,WESTSUN DEVELOPMENT LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4647,207722.88,5.391769848430337e-06,Unknown
2023-04-24,7853224088,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,QINGDAO,MTS,324.0,205080.0,632.96,205079.04,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4647,205079.04,4.681100058474015e-06,Unknown
2021-11-03,1017655420,72107000.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATES SHOT BLASTED AND LIGHT PAINTED GRADE: ASTM A516 GR 70 R260 IS 2041 SIZE: 160MM X 2050,INDIA,BOMBAY SEA (INBOM1),V.K. INDUSTRIAL CORPORATION LIMITED,SWITZERLAND,DUFERCO ASIA PTE LTD,SHANGHAI,MTS,200.0,202101.0,1010.3,202060.0,True,,V K INDUSTRIAL CORPORATION LIMITED,A516,70.77,Others,mts,DUFERCO ASIA PTE LTD,A516,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Relevant,0.5483,202060.0,0.00020286886259840377,Unknown
2021-04-03,1607197877,72109090.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATES (SHOT BLASTED AND PRIMER COATED) GRADE: IS2062 E350C S355J2+N SIZE; 225-320MM X 2000 - 2,INDIA,BOMBAY SEA (INBOM1),DMSONS METAL PRIVATE LIMITED,CHINA,CUMIC STEEL LIMITED,SHANGHAI,MTS,239.0,191253.0,801.2,191486.80000000002,True,,DMSONS METAL PRIVATE LIMITED,IS2062,71.67,Others,mts,CUMIC STEEL LIMITED,IS2062,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4834,191486.80000000002,0.0012224644842173324,Unknown
2019-06-07,0607201922338031,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS -,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,ZIBO CONTINENTAL CARBON CO LTD,,MTS,378.0,188388.0,498.38,188387.63999999998,False,,ASIAN STEEL INDUSTRIES,,27.78,Others,mts,ZIBO CONTINENTAL CARBON CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4615,188387.63999999998,1.910949742102119e-06,Unknown
2019-04-04,0404201911246699,72051011.0,Iron and Steel,STEEL SHOT AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,ZIBO CONTINENTAL CARBON CO LTD,QINGDAO,MTS,354.0,186965.0,0.53,187.62,True,,ASIAN STEEL INDUSTRIES,,27.78,Others,mts,ZIBO CONTINENTAL CARBON CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4635,187.62,0.9989964966704998,Unknown
2024-08-26,1042790496,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,HONG KONG,WESTSUN DEVELOPMENT LIMITED,QINGDAO,MTS,279.0,184320.0,660.65,184321.35,True,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,WESTSUN DEVELOPMENT LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4674,184321.35,7.32421875003158e-06,Unknown
2021-02-25,1322029485,85144000.0,Machinery and Mechanical Appliances,SHOT BLASTING & CLEANING LINE (SHOOT BLASTING HEAD) (1450MMHOT ROLLED STEEL STRIP CONTINUOUS ANNEALING PICKLING LINE),INDIA,KLPPL-ICD PANKI (INPNK6),RIMJHIM STAINLESS LIMITED,CHINA,WUXI FRONTECH INTERNATIONAL CORP,,NOS,8.0,183936.0,22991.97,183935.76,False,,RIMJHIM STAINLESS LIMITED,,31.15,Others,nos,WUXI FRONTECH INTERNATIONAL CORP,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.2102,183935.76,1.3048016700955048e-06,Unknown
2020-03-04,0304202011626089,72085190.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATE GRADE IS5517 50C8 SAE1050 (SHOTBLASTED AND PRIMER COATED ON THE UPPER SIDE),INDIA,BOMBAY SEA (INBOM1),KARBON STEEL,CHINA,QINGDAO INTERCONTINENTAL STEEL LIMI,SHANGHAI,MTS,327.0,183299.0,0.56,183.12,True,,KARBON STEEL,IS5517,66.92,Others,mts,QINGDAO INTERCONTINENTAL STEEL LIMI,IS5517,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.334,183.12,0.9990009765465169,Unknown
2019-01-22,2.2012E+14,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,ZIBO CONTINENTAL CARBON CO LTD,,MTS,378.0,182971.0,0.48,181.44,True,,ASIAN STEEL INDUSTRIES,,27.78,Others,mts,ZIBO CONTINENTAL CARBON CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.462,181.44,0.9990083674462074,Unknown
2022-09-19,1325762526,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,,MTS,243.0,180632.0,743.34,180631.62,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4696,180631.62,2.1037246999682038e-06,Unknown
2022-04-01,1009268365,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,,MTS,203.0,179977.0,886.59,179977.77000000002,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4719,179977.77000000002,4.278324452672433e-06,Unknown
2025-03-01,3697869199,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,HONG KONG,WESTSUN DEVELOPMENT LIMITED,QINGDAO,MTS,324.0,179955.0,555.42,179956.08,True,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,WESTSUN DEVELOPMENT LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4648,179956.08,6.001500375022613e-06,Unknown
2019-05-24,2.4052E+15,72107000.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATE WITH SHOT BLASTED AND PRIMER CO ATED ON UPPER SIDE STEEL GRADE SAE 1050 SIZE 25-210X2000-63,INDIA,BOMBAY SEA (INBOM1),B.VITTHAL & CO.,CHINA,,,MTS,301.0,179366.0,595.74,179317.74,True,,B VITTHAL CO,,24.39,Others,mts,,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.3139,179317.74,0.0002690587959814531,Mixed
2019-08-16,1.6082E+15,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,ZIBO CONTINENTAL CARBON CO LTD,,MTS,366.0,178608.0,488.0,178608.0,False,,ASIAN STEEL INDUSTRIES,,27.78,Others,mts,ZIBO CONTINENTAL CARBON CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4622,178608.0,0.0,Unknown
2023-03-04,7855247424,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,ENNORE (INENR1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,QINGDAO,MTS,263.0,177536.0,675.04,177535.52,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4684,177535.52,2.703677000779996e-06,Unknown
2024-01-23,9200635933,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,HONG KONG,WESTSUN DEVELOPMENT LIMITED,QINGDAO,MTS,315.0,177390.0,563.14,177389.1,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,WESTSUN DEVELOPMENT LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4653,177389.1,5.07356671736952e-06,Unknown
2024-05-18,3972898890,84798999.0,Machinery and Mechanical Appliances,STAINLESS STEEL STRIP PICKLING LINE SHOT BLASTING MACHINE TYPE:SG-526-12-LNG,INDIA,NHAVA SHEVA SEA (INNSA1),SAMBHV SPONGE POWER PRIVATE LIMITED,CHINA,GUANGDONG STRONG METAL TECHNOL,GENEVA,NOS,1.0,170083.0,170082.63,170082.63,False,,SAMBHV SPONGE POWER PRIVATE LIMITED,SG-526-12-LNG,69.23,Others,nos,GUANGDONG STRONG METAL TECHNOL,SG-526-12-LNG,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.1266,170082.63,2.175408477010303e-06,Unit
2024-05-29,3975878762,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,HONG KONG,WESTSUN DEVELOPMENT LIMITED,QINGDAO,MTS,297.0,167940.0,565.45,167938.65000000002,True,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,WESTSUN DEVELOPMENT LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4664,167938.65000000002,8.038585208864576e-06,Unknown
2021-10-11,1093256756,72085110.0,Iron and Steel,PRIME HOT ROLLED STEEL PLATES (SHOT BLASTED AND PRIMER COATED) SIZE: 120*2500*12000MM (BIS NO. CM L-4100008459) SPEC:EN1,INDIA,BOMBAY SEA (INBOM1),ANDRITZ HYDRO PRIVATE LIMITED,CHINA,CUMIC STEEL LIMITED,,MTS,113.0,163949.0,1450.36,163890.68,True,,ANDRITZ HYDRO PRIVATE LIMITED,4100008459,71.94,Others,mts,CUMIC STEEL LIMITED,4100008459,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4744,163890.68,0.00035572037645857543,Unknown
2023-09-16,3461871435,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,QINGDAO,MTS,270.0,163515.0,605.61,163514.7,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.468,163514.7,1.8346940646935049e-06,Unknown
2024-06-03,1417338275,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS AND CUT WIRE SHOT,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,HONG KONG,WESTSUN DEVELOPMENT LIMITED,QINGDAO,MTS,243.0,160245.0,659.44,160243.92,True,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,WESTSUN DEVELOPMENT LIMITED,,Old,Old,Cut Wire Shot,Cut Wire,High Carbon,Trader,End Customer,Cut Wire Shot,Irrelevant,0.376,160243.92,6.739679865126489e-06,Unknown
2023-05-08,0129066886,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,CHINA,ZIBO CONTINENTAL CARBON CO LTD,QINGDAO,MTS,270.0,158760.0,588.0,158760.0,False,,ASIAN STEEL INDUSTRIES,,27.78,Others,mts,ZIBO CONTINENTAL CARBON CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4681,158760.0,0.0,Unknown
2023-06-20,8495928692,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,QINGDAO,MTS,270.0,158350.0,586.48,158349.6,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4681,158349.6,2.5260498894485586e-06,Unknown
2025-02-02,0650259321,72051011.0,Iron and Steel,STEEL SHOT & GRIT STEEL SHOT,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,THAILAND,TAA METAL THAILAND CO LTD,LAEM CHABANG,MTS,243.0,152551.0,627.78,152550.53999999998,False,,ASIAN STEEL INDUSTRIES,,26.53,Others,mts,TAA METAL THAILAND CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4697,152550.53999999998,3.015385018917967e-06,Unknown
